Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Event_id,Species,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated
2021,Jan-Jun 2021,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,20,Animal,1,1,0,0,0
2021,Jan-Jun 2021,Africa,Nigeria,"Jigawa","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Jigawa","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,279,Animal,57,0,0,0,0
2021,Jan-Jun 2021,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,10505,Animal,3600,8469,0,2036,0
2021,Jan-Jun 2021,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,11,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,23,Animal,11,1,0,10,0
2021,Jan-Jun 2021,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,20,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,226567,Animal,223160,212557,0,14010,0
2021,Jan-Jun 2021,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,119,Animal,3,1,0,2,0
2021,Jan-Jun 2021,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Domestic,-,"Cattle",-,-,1,Animal,1,-,0,1,0
2021,Jan-Jun 2021,Africa,Nigeria,"Kogi","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Kogi","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,5,Animal,2,0,0,0,0
2021,Jan-Jun 2021,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,50,Animal,50,0,0,0,0
2021,Jan-Jun 2021,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,12,Animal,12,8,0,4,0
2021,Jan-Jun 2021,Africa,Nigeria,"Lagos","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Lagos","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,5,Animal,3,2,0,1,0
2021,Jan-Jun 2021,Africa,Nigeria,"Lagos","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,2,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Lagos","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,7,Animal,2,0,0,0,0
2021,Jan-Jun 2021,Africa,Nigeria,"Nassarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,3,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Nassarawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,7000,Animal,7000,4450,0,2550,0
2021,Jan-Jun 2021,Africa,Nigeria,"Niger","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Niger","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,1500,Animal,1500,698,0,802,0
2021,Jan-Jun 2021,Africa,Nigeria,"Niger","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Niger","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,12,Animal,1,1,-,0,0
2021,Jan-Jun 2021,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,7,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,47,Animal,23,0,0,1,0
2021,Jan-Jun 2021,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,44,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,104510,Animal,104510,87105,0,17405,0
2021,Jan-Jun 2021,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,37,-,-,-,-,-,-,-
2021,Jan-Jun 2021,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,1496,Animal,40,17,0,22,9
2021,Jan-Jun 2021,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Domestic,-,"Cats",-,-,1,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Abia","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,2,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Abia","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,7500,Animal,7500,3200,0,4300,0
2021,Jul-Dec 2021,Africa,Nigeria,"Akwa Ibom","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Akwa Ibom","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,4964,Animal,4964,1000,0,3964,0
2021,Jul-Dec 2021,Africa,Nigeria,"Anambra","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,2,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Anambra","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,11500,Animal,11500,7700,0,3800,0
2021,Jul-Dec 2021,Africa,Nigeria,"Anambra","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Anambra","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Goats",-,-,10,Animal,10,0,0,6,0
2021,Jul-Dec 2021,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,6,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,32517,Animal,32517,29813,0,2704,0
2021,Jul-Dec 2021,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,10,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,451,Animal,10,5,0,5,0
2021,Jul-Dec 2021,Africa,Nigeria,"Bauchi","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,4,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Bauchi","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,331,Animal,167,0,9,15,0
2021,Jul-Dec 2021,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,5,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Bayelsa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,11300,Animal,11300,7060,0,4240,0
2021,Jul-Dec 2021,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,3,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Benue","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,109,Animal,3,3,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,17,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Delta","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,286299,Animal,286299,187031,0,99268,0
2021,Jul-Dec 2021,Africa,Nigeria,"Delta","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Delta","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,34,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Ebonyi","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Ebonyi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,27,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,3,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,8919,Animal,8919,7751,0,1168,0
2021,Jul-Dec 2021,Africa,Nigeria,"Enugu","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,2,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Enugu","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,3820,Animal,3820,2815,0,1005,0
2021,Jul-Dec 2021,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,2,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Enugu","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Goats",-,-,23,Animal,23,0,0,3,0
2021,Jul-Dec 2021,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Federal Capital Territory","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,27,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,5,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,8112,Animal,8112,5297,0,2815,0
2021,Jul-Dec 2021,Africa,Nigeria,"Imo","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Imo","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,19,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Jigawa","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,3,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Jigawa","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,363,Animal,38,0,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,7,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,147,Animal,7,5,0,2,0
2021,Jul-Dec 2021,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,8,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Kano","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,32950,Animal,32950,28477,0,4473,0
2021,Jul-Dec 2021,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,10,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,1090,Animal,9,6,0,3,0
2021,Jul-Dec 2021,Africa,Nigeria,"Kano","Rabies virus (Inf. with)","RABV",Domestic,-,"Cats",-,-,16,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Katsina","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Katsina","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,32,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,8,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,213,Animal,7,3,0,4,0
2021,Jul-Dec 2021,Africa,Nigeria,"Kebbi","Rabies virus (Inf. with)","RABV",Wild,-,"Cercopithecidae (unidentified)",-,-,1,Animal,1,0,0,1,0
2021,Jul-Dec 2021,Africa,Nigeria,"Kogi","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,2,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Kogi","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,24,Animal,11,0,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,4,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,117,Animal,80,0,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Kwara","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Sheep",-,-,5,Animal,5,0,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,80,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Lagos","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,119775,Animal,119775,105464,0,14311,0
2021,Jul-Dec 2021,Africa,Nigeria,"Lagos","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Lagos","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,128,Animal,10,0,5,5,0
2021,Jul-Dec 2021,Africa,Nigeria,"Niger","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,6,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Niger","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,14115,Animal,14115,10295,0,3820,0
2021,Jul-Dec 2021,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,8,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Niger","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,64,Animal,13,0,1,6,0
2021,Jul-Dec 2021,Africa,Nigeria,"Ogun","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,10,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Ogun","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,133064,Animal,133064,101710,0,31354,0
2021,Jul-Dec 2021,Africa,Nigeria,"Ondo","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Ondo","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Sheep",-,-,150,Animal,80,0,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Oyo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,6,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Oyo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,17843,Animal,17643,14077,0,3766,0
2021,Jul-Dec 2021,Africa,Nigeria,"Oyo","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Oyo","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,80,Animal,80,0,0,6,0
2021,Jul-Dec 2021,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,4,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Plateau","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,13155,Animal,13065,11140,0,2015,0
2021,Jul-Dec 2021,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,39,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,2899,Animal,38,20,0,18,0
2021,Jul-Dec 2021,Africa,Nigeria,"Plateau","Rabies virus (Inf. with)","RABV",Domestic,-,"Swine",-,-,18,Animal,1,1,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Plateau","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Plateau","Trypanosomosis (tsetse-transmitted) (-2021)","",Domestic,-,"Cattle",-,-,77,Animal,15,0,0,0,0
2021,Jul-Dec 2021,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,11,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Rivers","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,45301,Animal,45301,23342,0,21959,0
2021,Jul-Dec 2021,Africa,Nigeria,"Taraba","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2021,Jul-Dec 2021,Africa,Nigeria,"Taraba","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,2000,Animal,2000,1313,0,687,0
2022,Jan-Jun 2022,Africa,Nigeria,"Abia","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Abia","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,3000,Animal,3000,2200,0,800,0
2022,Jan-Jun 2022,Africa,Nigeria,"Adamawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Adamawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,17000,Animal,17000,13800,0,3200,0
2022,Jan-Jun 2022,Africa,Nigeria,"Adamawa","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Adamawa","Rabies virus (Inf. with)","RABV",Domestic,-,"Cats",-,-,9,Animal,1,1,0,0,0
2022,Jan-Jun 2022,Africa,Nigeria,"Anambra","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Anambra","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,3000,Animal,3000,2850,0,150,0
2022,Jan-Jun 2022,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,3,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Bauchi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,8090,Animal,8090,5585,0,2505,0
2022,Jan-Jun 2022,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,5,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,249,Animal,12,12,0,0,0
2022,Jan-Jun 2022,Africa,Nigeria,"Bauchi","Rabies virus (Inf. with)","RABV",Domestic,-,"Cats",-,-,14,Animal,1,1,0,0,0
2022,Jan-Jun 2022,Africa,Nigeria,"Borno","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Borno","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,37,Animal,37,17,0,20,0
2022,Jan-Jun 2022,Africa,Nigeria,"Borno","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Borno","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,6,Animal,1,1,0,0,0
2022,Jan-Jun 2022,Africa,Nigeria,"Delta","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Delta","Rabies virus (Inf. with)","RABV",Domestic,-,"Goats",-,-,27,Animal,1,1,0,0,0
2022,Jan-Jun 2022,Africa,Nigeria,"Ebonyi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Ebonyi","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,500,Animal,500,400,0,100,0
2022,Jan-Jun 2022,Africa,Nigeria,"Ebonyi","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Ebonyi","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,79,Animal,3,3,0,0,0
2022,Jan-Jun 2022,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,2,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Edo","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,13000,Animal,13000,12374,0,626,0
2022,Jan-Jun 2022,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Ekiti","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,44,Animal,2,2,0,0,0
2022,Jan-Jun 2022,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,6,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Federal Capital Territory","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,41809,Animal,41809,33888,0,7921,0
2022,Jan-Jun 2022,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,6,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Gombe","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,17584,Animal,17584,13057,0,4527,0
2022,Jan-Jun 2022,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Gombe","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,12,Animal,1,1,0,0,0
2022,Jan-Jun 2022,Africa,Nigeria,"Jigawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,1,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Jigawa","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,600,Animal,600,111,0,489,0
2022,Jan-Jun 2022,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"",-,7,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Kaduna","High pathogenicity avian influenza viruses (Inf. with) (poultry)","H5N1",Domestic,-,"Birds",-,-,114700,Animal,114700,93537,0,21163,0
2022,Jan-Jun 2022,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Both animal categories,-,"",-,2,-,-,-,-,-,-,-
2022,Jan-Jun 2022,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Domestic,-,"Goats",-,-,20,Animal,1,1,0,0,0
2022,Jan-Jun 2022,Africa,Nigeria,"Kaduna","Rabies virus (Inf. with)","RABV",Domestic,-,"Dogs",-,-,18,Animal,1,1,0,0,0
